Résumé,Clé de ticket,Type de ticket,État,Priorité,Rapporteur,Durée(mn),Création,Description,Champs personnalisés (Action menée),Canal,Entreprise,Utilisateur,Objet principal,Champs personnalisés (Module)
Assistance - Explication en ligne - Assistant(e) RH,OBCS-2370,Assistance,Terminé,,JOEL SIE,3,19/juin/24 10:02,Programmer un paiement,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Assistant(e) RH,OBCS-2369,Assistance,Terminé,,JOEL SIE,3,19/juin/24 10:02,Le nouveau interface des éléments variables,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Autres - Autres (Précisez dans la description) - Comptable,OBCS-2342,Assistance,Terminé,,JOEL SIE,2,19/juin/24 10:02,Rendez-vous pour formation,Autres (Précisez dans la description),Appel Téléphonique,AFRIC URBA,,Autres,
Assistance - Explication en ligne - Comptable,OBCS-2340,Assistance,Terminé,,JOEL SIE,3,19/juin/24 10:02,Assistance du calcul de salaire qui affiche un message d'erreur,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Assistant(e) RH,OBCS-2339,Assistance,Terminé,,JOEL SIE,5,19/juin/24 10:02,Définir les éléments variable,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Autres - Autres (Précisez dans la description) - Assistant(e) de direction,OBCS-2335,Assistance,Terminé,,JOEL SIE,2,19/juin/24 10:02,Prise de rendez-vous - Prise de rendez-vous pour formation,Autres (Précisez dans la description),Appel Téléphonique,AFRIC URBA,,Autres,
Assistance - Explication en ligne - Chef de Projet,OBCS-2333,Assistance,Terminé,,JOEL SIE,2,19/juin/24 10:02,Prise de rendez-vous pour une formation,Explication en ligne,Appel Téléphonique,AFRIC URBA,,Assistance,
Autres - Explication en ligne - Comptable,OBCS-2332,Assistance,Terminé,,JOEL SIE,1,19/juin/24 10:02,Prise de rendez-vous,Explication en ligne,Appel Téléphonique,AFRIC URBA,,Autres,
Assistance - Explication en ligne - Comptable,OBCS-2331,Assistance,Terminé,,JOEL SIE,1,19/juin/24 10:02,Des comptes tiers mal créés,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2330,Assistance,Terminé,,JOEL SIE,2,19/juin/24 10:01,Appel pour expliquer la raison pour laquelle le compte avance n'est pas mouvemementé,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2325,Assistance,Terminé,,JOEL SIE,2,19/juin/24 10:01,ECRITURES DE L'AVANCE NON GENEREE,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2309,Assistance,Terminé,,JOEL SIE,3,19/juin/24 10:01,ECRITURE NON GENEREE MONTRER COMMENT VERIFIER ET REGENERER,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2300,Assistance,Terminé,,JOEL SIE,10,19/juin/24 10:01,DESEQUILIBRE DE LA BALANCE,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Assistance - Explication en ligne - Directeur Général,OBCS-2298,Assistance,Terminé,,JOEL SIE,2,19/juin/24 10:01,Mettre en contact avec les acteurs à former,Explication en ligne,Appel Téléphonique,AFRIC URBA,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2296,Assistance,Terminé,,JOEL SIE,1,19/juin/24 10:01,Informer pour la résolution de la requete liée à la balance,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2274,Assistance,Terminé,,JOEL SIE,22,19/juin/24 10:01,Enregistrement factures vente,Explication en ligne,Appel Téléphonique,AFRIC URBA,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2273,Assistance,Terminé,,JOEL SIE,11,19/juin/24 10:01,Création des comptes clients en vente,Explication en ligne,Appel Téléphonique,AFRIC URBA,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2272,Assistance,Terminé,,JOEL SIE,12,19/juin/24 10:01,Création des comptes tiers,Explication en ligne,Appel Téléphonique,AFRIC URBA,,Assistance,
Relance sur Requête en cours - Redirection vers ressources OBC - Comptable,OBCS-2263,Assistance,Terminé,,JOEL SIE,3,19/juin/24 10:01,Recherche d'opération par montant,Redirection vers ressources OBC,Appel Téléphonique,ELIO GROUP,,Relance sur Requête en cours,
Assistance - Autres (Précisez dans la description) - Comptable,OBCS-2262,Assistance,Terminé,,JOEL SIE,5,19/juin/24 10:01,ASSISTANCE POUR GENERER LES ECRITURES COMPTABLES,Autres (Précisez dans la description),Appel Téléphonique,SIS,,Assistance,
Assistance - Explication en ligne - Assistant(e) RH,OBCS-2246,Assistance,Terminé,,JOEL SIE,3,19/juin/24 10:00,Ajouter un élément variable,Explication en ligne,Appel WhatsApp,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2230,Assistance,Terminé,,JOEL SIE,1,19/juin/24 10:00,reponse à la requete sur ecriture qui ne s'affiche dans l'historique des imputation,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2229,Assistance,Terminé,,JOEL SIE,2,19/juin/24 10:00,Ecriture interco ne s'affiche pas dans l'historique des imputations,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2223,Assistance,Terminé,,JOEL SIE,5,19/juin/24 10:00,Création de nouvelle taxe dans le paramétrage général,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2221,Assistance,Terminé,,JOEL SIE,4,19/juin/24 10:00,Parametrage d'une nouvelle taxes,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2219,Assistance,Terminé,,JOEL SIE,2,19/juin/24 10:00,PARAMETRAGE D'UNE NOUVELLE TAXE,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Autres - Explication en ligne - Comptable,OBCS-2211,Assistance,Terminé,,JOEL SIE,2,19/juin/24 10:00,Informer sur la résolution de la recupération de la TVA,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Autres,
Assistance - Explication en ligne - Comptable,OBCS-2205,Assistance,Terminé,,JOEL SIE,9,19/juin/24 10:00,Call du 04/07/2023 Paiement dette antérieur,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Autres - Autres (Précisez dans la description) - Comptable,OBCS-2188,Assistance,Terminé,,JOEL SIE,6,19/juin/24 10:00,Relance pour reprise des formations,Autres (Précisez dans la description),Appel Téléphonique,LABOGEM,,Autres,
Autres - Redirection vers ressources OBC - Comptable,OBCS-2186,Assistance,Terminé,,JOEL SIE,20,19/juin/24 10:00,Le nombre decimal s'applique sur la dévise locale contrairement au bon de commande,Redirection vers ressources OBC,Appel Téléphonique,SIS,,Autres,
Autres - Autres (Précisez dans la description) - Directeur des Ressources Humaines,OBCS-2179,Assistance,Terminé,,JOEL SIE,2,19/juin/24 09:59,Appel pour demander un rendez-vous,Autres (Précisez dans la description),Appel Téléphonique,ARIC,,Autres,
Assistance - Explication en ligne - Comptable,OBCS-2178,Assistance,Terminé,,JOEL SIE,5,19/juin/24 09:59,ENREGISTREMENT D'UNE RUBRIQUE CALCULEE,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2177,Assistance,Terminé,,JOEL SIE,5,19/juin/24 09:59,AJOUTER UNE PERSONNE DANS LE WORKFLOW ACHAT,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Autres - Autres (Précisez dans la description) - Comptable,OBCS-2171,Assistance,Terminé,,JOEL SIE,2,19/juin/24 09:59,RELANCE POUR LA REPRISE DES FORMATION,Autres (Précisez dans la description),Appel Téléphonique,LABOGEM,,Autres,
Assistance - Explication en ligne - Comptable,OBCS-2161,Assistance,Terminé,,JOEL SIE,3,19/juin/24 09:59,Explication pour enregistrement achat import dépuis le bon de commande,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2160,Assistance,Terminé,,JOEL SIE,3,19/juin/24 09:59,Message d'erreur sur achat import,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2159,Assistance,Terminé,,JOEL SIE,2,19/juin/24 09:59,La TVA non récuprée au niveau de l'enregistrement des impots et taxes,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2158,Assistance,Terminé,,JOEL SIE,22,19/juin/24 09:59,PARAMETRAGE ET TEST DE LA RETENUE SUR AVANCE,Explication en ligne,"Online (Google Meet, Teams...)",SIS,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2157,Assistance,Terminé,,JOEL SIE,2,19/juin/24 09:59,INVITE A SE CONNECTER A GOOGLE MEET POUR LE TEST DE ''AVANCE'',Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2147,Assistance,Terminé,,JOEL SIE,1,19/juin/24 09:59,Appeler pour informer sur les accès attribués pour création de post comptable,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2146,Assistance,Terminé,,JOEL SIE,6,19/juin/24 09:59,ACCES POUR CREATION DE POSTE COMPTABLE,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2139,Assistance,Terminé,,JOEL SIE,3,19/juin/24 09:59,Le montant récupéré pour les factures import (Appel du 21/06/2023),Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Relance sur Requête en cours - Redirection vers ressources OBC - Comptable,OBCS-2138,Assistance,Terminé,,JOEL SIE,2,19/juin/24 09:59,Appel du 20/06/2023 pour relance de la requete sur ''avance'',Redirection vers ressources OBC,Appel Téléphonique,SIS,,Relance sur Requête en cours,
Relance sur Requête en cours - Redirection vers ressources OBC - Comptable,OBCS-2137,Assistance,Terminé,,JOEL SIE,2,19/juin/24 09:59,Appel du 20 pour relance sur la requete à une avance,Redirection vers ressources OBC,Appel Téléphonique,SIS,,Relance sur Requête en cours,
Assistance - Explication en ligne - Comptable,OBCS-2136,Assistance,Terminé,,JOEL SIE,5,19/juin/24 09:59,Appel du 20/06/2023,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Séance Google Meet/Zoom - Gestionnaire de stock,OBCS-2135,Assistance,Terminé,,JOEL SIE,70,19/juin/24 09:59,"Verirification du stock, car elle n'arrive plus à faires des sorties",Séance Google Meet/Zoom,"Online (Google Meet, Teams...)",SIS,,Assistance,
Assistance - Séance Google Meet/Zoom - ADMINISTRATRICE,OBCS-2113,Assistance,Terminé,,JOEL SIE,90,19/juin/24 09:59,"Formation google meet (immo, achat, vente, RH)",Séance Google Meet/Zoom,"Online (Google Meet, Teams...)",FIRST CAPITAL,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2112,Assistance,Terminé,,JOEL SIE,7,19/juin/24 09:59,LE PARAMETRAGE DE COMPTABILISATION CREE EN DOUBLE,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2111,Assistance,Terminé,,JOEL SIE,5,19/juin/24 09:59,VERIFICATION DES COMPTES TIERS QUI NE SE DEVERSES PAS,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2110,Assistance,Terminé,,JOEL SIE,4,19/juin/24 09:59,LES COMPTES TIERS NE SE DEVERSES PAS POUR LE COMPTES 4081,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Relance sur Requête en cours - Explication en ligne - Comptable,OBCS-2109,Assistance,Terminé,,JOEL SIE,2,19/juin/24 09:59,Relance sur l'implementation de l'avance,Explication en ligne,Appel Téléphonique,SIS,,Relance sur Requête en cours,
Assistance - Explication en ligne - Comptable,OBCS-2091,Assistance,Terminé,,JOEL SIE,6,19/juin/24 09:58,Explication sur pourquoi utiliser un compte tiers retention au lieu de plusieurs compte généraux,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2090,Assistance,Terminé,,JOEL SIE,21,19/juin/24 09:58,Les comptes de la retention à créer en tiers,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2089,Assistance,Terminé,,JOEL SIE,4,19/juin/24 09:58,Enregistrement de nature de prestation immobilisation,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2087,Assistance,Terminé,,JOEL SIE,4,19/juin/24 09:58,Un projet qui ne se deverses pas,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2085,Assistance,Terminé,,JOEL SIE,11,19/juin/24 09:58,Nombre de chiffre après la virgule,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Autres - Autres (Précisez dans la description) - Comptable,OBCS-2065,Assistance,Terminé,,JOEL SIE,2,19/juin/24 09:58,Information - Envoi du point des paramétrage,Autres (Précisez dans la description),Appel Téléphonique,LABOGEM,,Autres,
Assistance - Explication en ligne - Comptable,OBCS-2064,Assistance,Terminé,,JOEL SIE,6,19/juin/24 09:58,Il n'arrive pas à valider une requete,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2063,Assistance,Terminé,,JOEL SIE,2,19/juin/24 09:58,Revoir le parametrage de comptabilisation de la paie,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Relance sur Requête en cours - Explication en ligne - Gestionnaire de stock,OBCS-2050,Assistance,Terminé,,JOEL SIE,2,19/juin/24 09:58,Relance pour requete sur le bordereau de retour,Explication en ligne,Appel Téléphonique,SIS,,Relance sur Requête en cours,
Assistance - Explication en ligne - Comptable,OBCS-2049,Assistance,Terminé,,JOEL SIE,4,19/juin/24 09:58,Comment générer automatiquement les impots et taxes,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2048,Assistance,Terminé,,JOEL SIE,11,19/juin/24 09:58,Explication pour générer les écritures de paie,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Autres (Précisez dans la description) - Comptable,OBCS-2047,Assistance,Terminé,,JOEL SIE,3,19/juin/24 09:58,Relance sur le bug lié au bordereau de retour - Appel du vendredi,Autres (Précisez dans la description),Appel Téléphonique,SIS,,Assistance,
Assistance - Explication en ligne - Assistant(e) des marchés,OBCS-2039,Assistance,Terminé,,JOEL SIE,4,19/juin/24 09:58,Revoir les données saisies et la TVA qui ne s'affiche pas automatiquement,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Assistant(e) des marchés,OBCS-2038,Assistance,Terminé,,JOEL SIE,3,19/juin/24 09:58,Le montant de la TVA qui ne s'affiche pas automatiquement,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2023,Assistance,Terminé,,JOEL SIE,11,19/juin/24 09:58,Demander une information liée au budget,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2015,Assistance,Terminé,,JOEL SIE,1,19/juin/24 09:57,Informer pour l'enregistrement d'un département,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2014,Assistance,Terminé,,JOEL SIE,1,19/juin/24 09:57,AJOUTER UN DEPARTEMENT AFIN DE FAIRE DES IMPUTATIONS,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Relance sur Bug en cours - Explication en ligne - Directeur Administratif et Financier,OBCS-2013,Assistance,Terminé,,JOEL SIE,1,19/juin/24 09:57,Relance pour une requette liée à au plan comptable général,Explication en ligne,Appel Téléphonique,EJARA,,Relance sur Bug en cours,
Assistance - Explication en ligne - Comptable,OBCS-1996,Assistance,Terminé,,JOEL SIE,5,19/juin/24 09:57,Explication en ligne enregistrement achat import,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Autres - Autres (Précisez dans la description) - Gestionnaire/Responsable Parc Automobile,OBCS-1994,Assistance,Terminé,,JOEL SIE,2,19/juin/24 09:57,Relance pour un rendez-vous - Prise de rendez-vous,Autres (Précisez dans la description),Appel Téléphonique,ITC,,Autres,
Autres - Autres (Précisez dans la description) - Directeur Administratif et Financier,OBCS-1991,Assistance,Terminé,,JOEL SIE,3,19/juin/24 09:57,A regarder - Problème d'édition des postes comptable de la classe 5,Autres (Précisez dans la description),Appel Téléphonique,EJARA,,Autres,
Assistance - Autres (Précisez dans la description) - Assistant(e) RH,OBCS-1990,Assistance,Terminé,,JOEL SIE,2,19/juin/24 09:57,Editer entité et modifier nombre de jour acquis - Mise à jour du nombre de jour acquis,Autres (Précisez dans la description),Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Assistant(e) Technique,OBCS-1980,Assistance,Terminé,,JOEL SIE,2,19/juin/24 09:57,Resolution de la mauvaise saisie de l'expression de besoin,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Assistant(e) Technique,OBCS-1979,Assistance,Terminé,,JOEL SIE,5,19/juin/24 09:57,Enregistrement d'une expression de bésoin tournant en boucle dû à une saisie ex:(1/2),Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-1950,Assistance,Terminé,,JOEL SIE,13,19/juin/24 09:57,Comment saisir et transferer le RAN,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Autres - Autres (Précisez dans la description) - Assistant(e) RH,OBCS-1949,Assistance,Terminé,,JOEL SIE,2,19/juin/24 09:57,Un bug constaté - Impossible d'éditer un fichier du personnel,Autres (Précisez dans la description),Appel Téléphonique - BIS,ELIO GROUP,,Autres,
Assistance - Explication en ligne - Assistant(e) RH,OBCS-1948,Assistance,Terminé,,JOEL SIE,2,19/juin/24 09:57,Une nature de prestation ne s'affiche pas à l'enregistrement d'opération de caisse,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Assistant(e) RH,OBCS-1942,Assistance,Terminé,,JOEL SIE,13,19/juin/24 09:56,Taux d'accident de travail à changer et vérifier le salaire d'un employé qui a varié,Explication en ligne,Appel Téléphonique,ELIO GROUP,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-1941,Assistance,Terminé,,JOEL SIE,2,19/juin/24 09:56,Assistance achat import,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Autres - Explication en ligne - Gestionnaire de stock,OBCS-1931,Assistance,Terminé,,JOEL SIE,12,18/juin/24 19:14,Explication sur une sortie de plusieurs articles dont un article n'a pas de quantité suffisante,Explication en ligne,Appel Téléphonique - BIS,SIS,,Autres,
Assistance - Explication en ligne - Comptable,OBCS-1924,Assistance,Terminé,,JOEL SIE,4,18/juin/24 19:14,La signification de M et A dans les journaux et la raison pour laquelle une écriture peut ne pas s'afficher dans le journal,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
